player_id,name,overall,primary_position,secondary_positions,auction_category,age,nationality,club,league,preferred_foot,pace,shooting,passing,dribbling,defending,physical,image_url,tier,source,source_fifa_version,source_record_kind
192318,M. Götze,82,CAM,"CF,LM",MID,31,Germany,Eintracht Frankfurt,Bundesliga,Right,63,75,83,85,55,71,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
222077,M. Locatelli,82,CDM,CM,MID,25,Italy,Juventus,Serie A,Right,67,70,80,78,79,80,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
243245,O. Kökçü,82,CM,CAM,MID,22,Turkey,Benfica,Liga Portugal,Right,72,76,83,80,69,79,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
210411,Otávio,82,RM,LM,MID,28,Portugal,Al Nassr,Pro League,Right,78,70,81,85,66,74,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
212242,R. Andrich,82,CDM,CM,MID,28,Germany,Bayer 04 Leverkusen,Bundesliga,Right,57,76,76,73,81,85,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
227535,R. Bentancur,82,CM,CDM,MID,26,Uruguay,Tottenham Hotspur,Premier League,Right,70,67,81,83,79,77,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
233486,R. Le Normand,82,CB,,DEF,26,Spain,Real Sociedad,La Liga,Right,62,26,54,59,84,79,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
213516,Ricardo Horta,82,CAM,"CF,RM",MID,28,Portugal,Sporting Braga,Liga Portugal,Right,80,83,80,80,43,70,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
201942,Roberto Firmino,82,CF,ST,ATT,31,Brazil,Al Ahli Jeddah,Pro League,Right,70,77,79,87,58,77,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
198176,S. de Vrij,82,CB,,DEF,31,Netherlands,Inter,Serie A,Right,64,41,64,69,84,76,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
216320,S. Fofana,82,CM,,MID,28,Côte d'Ivoire,Al Nassr,Pro League,Right,71,77,76,80,73,86,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
204639,S. Savić,82,CB,,DEF,32,Montenegro,Atlético Madrid,La Liga,Right,64,35,57,57,85,80,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
213565,T. Lemar,82,CM,LM,MID,27,France,Atlético Madrid,La Liga,Left,82,78,83,86,67,65,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
244369,V. Tsygankov,82,RM,"CM,CAM",MID,25,Ukraine,Girona,La Liga,Left,85,78,79,81,46,61,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
216393,Y. Tielemans,82,CM,CDM,MID,26,Belgium,Aston Villa,Premier League,Right,50,79,85,79,69,69,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
234642,É. Mendy,82,GK,,GK,31,Senegal,Al Ahli Jeddah,Pro League,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
252308,A. Al Musrati,81,CDM,CM,MID,27,Libya,Sporting Braga,Liga Portugal,Right,62,66,71,71,80,84,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
216354,A. Kramarić,81,CF,"CM,CAM",ATT,32,Croatia,TSG Hoffenheim,Bundesliga,Right,72,81,76,82,32,74,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
244263,A. Rrahmani,81,CB,,DEF,29,Kosovo,Napoli,Serie A,Right,63,51,58,62,83,80,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
212523,Anderson Talisca,81,CF,"ST,CAM",ATT,29,Brazil,Al Nassr,Pro League,Left,79,84,76,81,52,73,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
214097,B. Bourigeaud,81,CM,"RM,RW",MID,29,France,Rennes,Ligue 1,Right,73,77,82,81,67,76,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
208268,B. Cristante,81,CDM,CM,MID,28,Italy,Roma,Serie A,Right,53,73,78,75,78,82,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
192563,B. Leno,81,GK,,GK,31,Germany,Fulham,Premier League,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
204883,B. Samba,81,GK,,GK,29,France,Lens,Ligue 1,Left,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
235944,Brais Méndez,81,CM,"CAM,RM",MID,26,Spain,Real Sociedad,La Liga,Left,71,80,82,81,65,73,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
232730,D. Kamada,81,CAM,"CM,CF",MID,26,Japan,Lazio,Serie A,Right,79,73,80,83,54,64,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
175943,D. Mertens,81,CF,CAM,ATT,36,Belgium,Galatasaray,Super Lig,Right,76,80,80,83,40,49,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
199304,Danilo,81,CB,RB,DEF,31,Brazil,Juventus,Serie A,Right,73,67,74,74,83,78,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
200888,Danilo Pereira,81,CDM,CB,MID,31,Portugal,Paris Saint Germain,Ligue 1,Right,50,63,70,71,80,86,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
219693,Diego Carlos,81,CB,,DEF,30,Brazil,Aston Villa,Premier League,Right,67,47,63,67,81,77,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
178213,E. Capoue,81,CM,CDM,MID,34,France,Villarreal,La Liga,Right,50,75,78,75,79,78,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
225126,E. Skhiri,81,CDM,CM,MID,28,Tunisia,Eintracht Frankfurt,Bundesliga,Right,63,73,74,76,80,76,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
247263,E. Tapsoba,81,CB,,DEF,24,Burkina Faso,Bayer 04 Leverkusen,Bundesliga,Right,75,54,65,70,82,79,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
235844,E. Álvarez,81,CDM,CB,MID,25,Mexico,West Ham United,Premier League,Right,68,58,68,70,82,87,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
226271,Fabián Ruiz,81,CM,CDM,MID,27,Spain,Paris Saint Germain,Ligue 1,Left,55,78,79,80,74,72,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
209297,Fred,81,CM,CDM,MID,30,Brazil,Fenerbahçe,Super Lig,Left,75,69,79,81,76,70,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
201455,G. Kondogbia,81,CM,CDM,MID,30,Central African Republic,Olympique de Marseille,Ligue 1,Left,69,75,76,76,81,89,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
226226,G. Lo Celso,81,CAM,ST,MID,27,Argentina,Tottenham Hotspur,Premier League,Left,70,75,83,84,68,73,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
140233,G. Ochoa,81,GK,,GK,37,Mexico,Salernitana,Serie A,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
215316,G. Rulli,81,GK,,GK,31,Argentina,Ajax,Eredivisie,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
192883,H. Mkhitaryan,81,CAM,CM,MID,34,Armenia,Inter,Serie A,Right,78,79,79,83,56,72,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
237678,I. Konaté,81,CB,,DEF,24,France,Liverpool,Premier League,Right,77,34,57,68,82,82,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
168651,I. Rakitić,81,CM,CDM,MID,35,Croatia,Sevilla,La Liga,Right,50,79,84,78,74,70,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
235173,I. Sangaré,81,CDM,CM,MID,25,Côte d'Ivoire,Nottingham Forest,Premier League,Right,66,66,74,75,81,86,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
216201,Iñaki Williams,81,RM,ST,MID,29,Ghana,Athletic Club,La Liga,Right,94,78,71,79,43,84,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
213331,J. Tah,81,CB,,DEF,27,Germany,Bayer 04 Leverkusen,Bundesliga,Right,67,37,59,61,81,85,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
242444,João Félix,81,CF,"ST,LW",ATT,23,Portugal,FC Barcelona,La Liga,Right,81,79,78,85,40,67,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
163587,K. Schmeichel,81,GK,,GK,36,Denmark,Anderlecht,Jupiler Pro League,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
206585,Kepa,81,GK,,GK,28,Spain,Real Madrid,La Liga,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
199915,L. Dunk,81,CB,,DEF,31,England,Brighton & Hove Albion,Premier League,Right,45,51,66,66,82,80,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
190941,L. Hrádecký,81,GK,,GK,33,Finland,Bayer 04 Leverkusen,Bundesliga,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
207421,L. Trossard,81,CF,LW,ATT,28,Belgium,Arsenal,Premier League,Right,81,80,78,84,30,61,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
233927,Lucas Paquetá,81,CAM,CM,MID,25,Brazil,West Ham United,Premier League,Left,72,77,79,84,69,76,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
206511,M. Arnold,81,CDM,CM,MID,29,Germany,VfL Wolfsburg,Bundesliga,Left,66,79,79,78,76,75,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
233064,M. Mount,81,CAM,"RW,CM",MID,24,England,Manchester United,Premier League,Right,72,79,82,80,56,67,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
253306,M. Ugarte,81,CDM,CM,MID,22,Uruguay,Paris Saint Germain,Ligue 1,Right,72,64,73,77,77,80,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
222737,Malcom,81,RM,,MID,26,Brazil,Al Hilal,Pro League,Left,83,79,78,84,28,66,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
189575,Muniain,81,CAM,LM,MID,30,Spain,Athletic Club,La Liga,Right,80,74,81,85,51,60,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
204614,Mário Rui,81,LB,,DEF,32,Portugal,Napoli,Serie A,Left,81,57,77,80,76,68,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
208920,N. Aké,81,CB,LB,DEF,28,Netherlands,Manchester City,Premier League,Left,75,53,72,74,82,77,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
191202,N. Matić,81,CDM,CM,MID,34,Serbia,Rennes,Ligue 1,Left,34,67,77,77,79,78,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
230384,Nailton Suzuki,81,CAM,"CF,ST",MID,27,Brazil,Atlético Mineiro,Serie A,Right,82,73,77,82,52,71,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
211990,O. Vlachodimos,81,GK,,GK,29,Greece,Nottingham Forest,Premier League,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
120533,Pepe,81,CB,,DEF,40,Portugal,Porto,Liga Portugal,Right,75,51,60,61,81,87,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
157481,Raúl Albiol,81,CB,,DEF,37,Spain,Villarreal,La Liga,Right,36,41,62,63,85,68,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
236045,Reinildo,81,LB,CB,DEF,29,Mozambique,Atlético Madrid,La Liga,Left,84,55,68,75,80,79,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
230258,Rosival Dourado,81,CDM,"CM,CAM",MID,23,Brazil,Corinthians,Serie A,Right,77,57,74,77,82,69,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
178005,Rui Patrício,81,GK,,GK,35,Portugal,Roma,Serie A,Left,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
210385,Rui Silva,81,GK,,GK,29,Portugal,Real Betis,La Liga,Right,,,,,,,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
200260,S. Berghuis,81,CAM,"CM,RW",MID,31,Netherlands,Ajax,Eredivisie,Left,77,82,82,81,40,69,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
197655,S. Coates,81,CB,,DEF,32,Uruguay,Sporting CP,Liga Portugal,Right,66,49,55,62,82,88,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
179645,S. Kjær,81,CB,,DEF,34,Denmark,Milan,Serie A,Right,59,54,64,60,83,76,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
244675,Sancet,81,CAM,"CM,ST",MID,23,Spain,Athletic Club,La Liga,Right,73,77,77,82,61,73,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
184087,T. Alderweireld,81,CB,,DEF,34,Belgium,Antwerp,Jupiler Pro League,Right,54,61,74,67,83,79,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
230347,Welington Dano,81,LB,"LM,LW",DEF,23,Brazil,Atlético Mineiro,Serie A,Left,79,54,76,79,75,74,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
207566,William Carvalho,81,CDM,CAM,MID,31,Portugal,Real Betis,La Liga,Right,45,68,78,76,76,84,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
233195,X. Schlager,81,CDM,CM,MID,25,Austria,RB Leipzig,Bundesliga,Left,74,70,74,78,75,80,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
227950,Yeray,81,CB,,DEF,28,Spain,Athletic Club,La Liga,Right,64,49,68,65,83,76,,GOOD,EXTERNAL_POOL,24,REGULAR_CAREER
224031,A. Marušić,80,LB,RB,DEF,30,Montenegro,Lazio,Serie A,Right,88,66,67,74,76,82,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
178086,Adán,80,GK,,GK,36,Spain,Sporting CP,Liga Portugal,Left,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
228813,Aleix García,80,CM,CDM,MID,26,Spain,Girona,La Liga,Right,64,74,81,80,71,66,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
226221,Aritz Elustondo,80,CB,RB,DEF,29,Spain,Real Sociedad,La Liga,Right,64,39,64,61,80,77,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
236987,B. Kamara,80,CDM,CM,MID,23,France,Aston Villa,Premier League,Right,68,54,72,73,80,79,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
231936,B. White,80,RB,CB,DEF,25,England,Arsenal,Premier League,Right,72,30,70,74,82,77,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
231410,Brahim,80,CAM,"CF,RW",MID,23,Spain,Real Madrid,La Liga,Right,81,71,77,83,30,49,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
201389,C. Biraghi,80,LB,,DEF,30,Italy,Fiorentina,Serie A,Left,76,69,78,77,76,75,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
174543,C. Bravo,80,GK,,GK,40,Chile,Real Betis,La Liga,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
210897,C. Mbemba,80,CB,,DEF,28,Congo DR,Olympique de Marseille,Ligue 1,Right,73,55,65,67,80,81,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
239807,D. Frattesi,80,CM,,MID,23,Italy,Inter,Serie A,Right,79,71,78,81,68,70,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
247103,D. Hancko,80,CB,LB,DEF,25,Slovakia,Feyenoord,Eredivisie,Left,79,64,72,74,80,81,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
176550,D. Ospina,80,GK,,GK,34,Colombia,Al Nassr,Pro League,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
236632,David Neres,80,RM,"RW,CAM",MID,26,Brazil,Benfica,Liga Portugal,Left,86,75,75,86,43,64,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
220901,David Raya,80,GK,,GK,27,Spain,Arsenal,Premier League,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
223952,David Soria,80,GK,,GK,30,Spain,Getafe,La Liga,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
190149,De Marcos,80,RB,,DEF,34,Spain,Athletic Club,La Liga,Right,79,64,75,75,77,79,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
202477,Deulofeu,80,CF,ST,ATT,29,Spain,Udinese,Serie A,Right,90,79,76,86,30,67,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
234574,Diogo Dalot,80,RB,,DEF,24,Portugal,Manchester United,Premier League,Right,81,61,76,78,75,79,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
226162,E. Buendía,80,RM,CAM,MID,26,Argentina,Aston Villa,Premier League,Right,69,74,81,83,66,71,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
241390,E. Elmas,80,CAM,"CM,LW",MID,23,North Macedonia,Napoli,Serie A,Right,75,73,76,84,66,69,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
208448,E. Forsberg,80,CAM,CF,MID,31,Sweden,RB Leipzig,Bundesliga,Right,65,73,82,82,36,61,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
231521,E. Palacios,80,CM,"CDM,CAM",MID,24,Argentina,Bayer 04 Leverkusen,Bundesliga,Right,64,74,77,79,79,73,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
204234,Edgar Badia,80,GK,,GK,31,Spain,Elche,La Liga 2,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
189271,F. Coquelin,80,CM,"LM,RM",MID,32,France,Villarreal,La Liga,Right,67,68,78,79,78,79,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
236804,F. Medina,80,CB,,DEF,24,Argentina,Lens,Ligue 1,Left,71,36,69,70,80,78,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
182494,F. Muslera,80,GK,,GK,37,Uruguay,Galatasaray,Super Lig,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
234569,Florentino,80,CDM,CM,MID,23,Portugal,Benfica,Liga Portugal,Right,58,47,67,73,79,78,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
235997,Fran Beltrán,80,CDM,CM,MID,24,Spain,Celta de Vigo,La Liga,Right,58,56,78,77,78,66,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
138956,G. Chiellini,80,CB,,DEF,38,Italy,Los Angeles FC,Major League Soccer,Left,64,46,60,58,81,82,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
262621,G. Mamardashvili,80,GK,,GK,22,Georgia,Valencia,La Liga,Left,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
181291,G. Wijnaldum,80,CM,CDM,MID,32,Netherlands,Al Ettifaq,Pro League,Right,68,72,77,80,77,74,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
256903,Gonçalo Ramos,80,ST,,ATT,22,Portugal,Paris Saint Germain,Ligue 1,Right,77,78,65,77,47,82,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
234742,H. Barnes,80,LW,LM,ATT,25,England,Newcastle United,Premier League,Right,85,77,75,81,43,69,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
210021,H. Mukhtar,80,CF,"ST,CAM",ATT,28,Germany,Nashville SC,Major League Soccer,Right,82,75,80,82,44,64,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
219789,H. Traoré,80,RB,,DEF,31,Mali,Real Sociedad,La Liga,Right,82,57,72,76,75,78,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
230225,Heberto Gaúcho,80,CB,CDM,DEF,27,Brazil,Atlético Mineiro,Serie A,Right,71,61,57,63,82,80,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
230204,Héniton Pires,80,GK,,GK,27,Brazil,Flamengo,Serie A,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
247257,Ibañez,80,CB,,DEF,24,Brazil,Al Ahli Jeddah,Pro League,Right,85,32,45,60,82,81,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
197781,Isco,80,CAM,"LM,CM",MID,31,Spain,Real Betis,La Liga,Right,62,72,80,83,59,56,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
193082,J. Cuadrado,80,RM,"RB,RW",MID,35,Colombia,Inter,Serie A,Right,88,73,78,84,74,68,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
237221,J. Foyth,80,RB,"CB,CDM",DEF,25,Argentina,Villarreal,La Liga,Right,71,46,71,72,81,77,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
183711,J. Henderson,80,CM,CDM,MID,33,England,Al Ettifaq,Pro League,Right,61,73,80,77,76,78,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
197061,J. Matip,80,CB,,DEF,31,Cameroon,Liverpool,Premier League,Right,61,46,67,70,81,77,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
223550,J. Omlin,80,GK,,GK,29,Switzerland,Borussia Mönchengladbach,Bundesliga,Right,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
201519,J. Veretout,80,CM,CDM,MID,30,France,Olympique de Marseille,Ligue 1,Right,74,75,78,79,76,80,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
222028,J. Weigl,80,CDM,,MID,27,Germany,Borussia Mönchengladbach,Bundesliga,Right,56,64,77,76,76,74,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
246191,J. Álvarez,80,ST,"CF,CAM",ATT,23,Argentina,Manchester City,Premier League,Right,79,81,76,83,55,76,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
146536,Jesús Navas,80,RB,RM,DEF,37,Spain,Sevilla,La Liga,Right,82,68,79,80,76,55,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
224309,Joan Jordán,80,CM,CDM,MID,28,Spain,Sevilla,La Liga,Right,56,76,79,77,70,75,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
198164,Jonathan Viera,80,CAM,"CM,LM",MID,33,Spain,Las Palmas,La Liga,Right,80,74,79,80,63,72,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
237985,K. Danso,80,CB,,DEF,24,Austria,Lens,Ligue 1,Right,78,32,55,62,79,85,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
255565,K. Mitoma,80,LM,,MID,26,Japan,Brighton & Hove Albion,Premier League,Right,84,73,74,85,57,65,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
226491,K. Tierney,80,LB,,DEF,26,Scotland,Real Sociedad,La Liga,Left,80,60,75,78,76,75,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
184344,L. Bonucci,80,CB,,DEF,36,Italy,FC Union Berlin,Bundesliga,Right,47,59,70,71,82,75,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
202884,L. Spinazzola,80,LWB,LM,DEF,30,Italy,Roma,Serie A,Right,91,64,72,79,76,69,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
230271,Laure Santeiro,80,CAM,"LM,LW",MID,23,Brazil,Fluminense,Serie A,Left,80,72,77,82,26,45,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
236355,Luiz Felipe,80,CB,,DEF,26,Italy,Al Ittihad,Pro League,Right,72,29,61,68,81,74,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
232665,M. Arambarri,80,CDM,CM,MID,27,Uruguay,Getafe,La Liga,Right,62,65,74,76,79,78,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
184200,M. Arnautović,80,ST,,ATT,34,Austria,Inter,Serie A,Right,74,79,78,79,44,80,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
256079,M. Caicedo,80,CDM,CM,MID,21,Ecuador,Chelsea,Premier League,Right,74,63,72,77,77,74,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
184392,M. Darmian,80,CB,"RWB,RM",DEF,33,Italy,Inter,Serie A,Right,71,59,73,76,83,71,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
208461,M. de Roon,80,CDM,"CM,CB",MID,32,Netherlands,Atalanta,Serie A,Right,69,70,71,72,82,83,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
227290,M. Dmitrović,80,GK,,GK,31,Serbia,Sevilla,La Liga,Left,,,,,,,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
201399,M. Icardi,80,ST,,ATT,30,Argentina,Galatasaray,Super Lig,Right,67,81,69,73,40,72,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
223273,M. Pašalić,80,CAM,"CF,CM",MID,28,Croatia,Atalanta,Serie A,Right,73,78,76,80,67,77,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
204923,M. Sabitzer,80,CM,"CAM,CDM",MID,29,Austria,Borussia Dortmund,Bundesliga,Right,69,81,80,80,72,75,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
230201,Maikel Catarino,80,RB,RM,DEF,27,Brazil,Corinthians,Serie A,Right,76,51,70,77,77,72,,VALUE,EXTERNAL_POOL,24,REGULAR_CAREER
